,datetime,bubble_count
644,2020-01-04 19:18:04.787000,645
645,2020-01-04 21:24:52.205000,646
646,2020-01-04 23:35:39.238000,647
647,2020-01-05 00:05:49.678000,648
648,2020-01-05 00:13:24.596000,649
649,2020-01-05 01:44:40.029000,650
650,2020-01-05 02:04:11.976000,651
651,2020-01-05 03:13:05.480000,652
652,2020-01-05 04:05:11.814000,653
653,2020-01-05 04:39:22.047000,654
654,2020-01-05 04:53:24.160000,655
655,2020-01-05 04:58:52.809000,656
656,2020-01-05 06:42:54.050000,657
657,2020-01-05 08:26:25.110000,658
658,2020-01-05 08:39:49.892000,659
659,2020-01-05 08:44:42.452000,660
660,2020-01-05 09:18:59.445000,661
661,2020-01-05 10:35:53.047000,662
662,2020-01-05 12:45:36.142000,663
663,2020-01-05 12:51:56.440000,664
664,2020-01-05 12:56:56.966000,665
665,2020-01-05 13:51:24.221000,666
666,2020-01-05 14:31:20.074000,667
667,2020-01-05 15:26:03.530000,668
668,2020-01-05 17:42:03.773000,669
669,2020-01-05 17:46:10.712000,670
670,2020-01-05 20:08:30.747000,671
671,2020-01-05 20:36:51.728000,672
672,2020-01-05 20:49:51.851000,673
673,2020-01-05 21:07:13.799000,674
674,2020-01-05 22:24:26.806000,675
675,2020-01-05 22:32:02.308000,676
676,2020-01-05 23:48:33.630000,677
677,2020-01-06 00:20:06.846000,678
678,2020-01-06 00:48:06.216000,679
679,2020-01-06 00:53:50.949000,680
680,2020-01-06 03:13:19.115000,681
681,2020-01-06 03:29:16.856000,682
682,2020-01-06 03:38:17.059000,683
683,2020-01-06 03:38:18.265000,684
684,2020-01-06 03:57:21.836000,685
685,2020-01-06 05:39:35.927000,686
686,2020-01-06 05:59:08.562000,687
687,2020-01-06 07:58:02.206000,688
688,2020-01-06 08:01:24.325000,689
689,2020-01-06 09:27:43.613000,690
690,2020-01-06 10:05:41.205000,691
691,2020-01-06 10:10:15.739000,692
692,2020-01-06 10:10:42.310000,693
693,2020-01-06 10:13:21.274000,694
694,2020-01-06 10:13:24.852000,695
695,2020-01-06 10:13:30.579000,696
696,2020-01-06 10:13:40.676000,697
